2026-03-26T06:49:01+00:00,0,1,0,0
2026-03-26T06:50:01+00:00,0,1,0,0
2026-03-26T06:51:01+00:00,0,1,0,0
2026-03-26T06:52:01+00:00,0,1,0,0
2026-03-26T06:53:01+00:00,0,1,0,0
2026-03-26T06:54:01+00:00,0,1,0,0
2026-03-26T06:55:01+00:00,0,1,0,0
2026-03-26T06:56:01+00:00,0,1,0,0
2026-03-26T06:57:01+00:00,0,1,0,0
2026-03-26T06:58:01+00:00,0,1,0,0
2026-03-26T06:59:01+00:00,0,1,0,0
2026-03-26T07:00:01+00:00,0,1,0,0
2026-03-26T07:01:01+00:00,1,1,1,1
2026-03-26T07:02:01+00:00,1,1,1,1
2026-03-26T07:03:01+00:00,1,1,1,1
2026-03-26T07:04:01+00:00,1,1,1,1
2026-03-26T07:05:01+00:00,1,1,1,1
2026-03-26T07:06:02+00:00,1,1,1,1
2026-03-26T07:07:01+00:00,1,1,1,1
2026-03-26T07:08:01+00:00,1,1,1,1
2026-03-26T07:09:01+00:00,1,1,1,1
2026-03-26T07:10:01+00:00,1,1,1,1
2026-03-26T07:11:01+00:00,1,1,1,1
2026-03-26T07:12:01+00:00,1,1,1,1
2026-03-26T07:13:01+00:00,1,1,1,1
2026-03-26T07:14:01+00:00,1,1,1,1
2026-03-26T07:15:01+00:00,1,1,1,1
2026-03-26T07:16:01+00:00,1,1,1,1
2026-03-26T07:17:01+00:00,1,1,1,1
2026-03-26T07:18:01+00:00,1,1,1,1
2026-03-26T07:19:01+00:00,1,1,1,1
2026-03-26T07:20:01+00:00,1,1,1,1
2026-03-26T07:21:01+00:00,1,1,1,1
2026-03-26T07:22:01+00:00,1,1,1,1
2026-03-26T07:23:02+00:00,1,1,1,1
2026-03-26T07:24:01+00:00,1,1,1,1
2026-03-26T07:25:01+00:00,1,1,1,1
2026-03-26T07:26:01+00:00,1,1,1,1
2026-03-26T07:27:01+00:00,1,1,1,1
2026-03-26T07:28:03+00:00,1,1,1,1
2026-03-26T07:29:04+00:00,1,1,1,1
2026-03-26T07:30:06+00:00,1,1,1,1
2026-03-26T07:31:02+00:00,1,1,1,1
2026-03-26T07:32:01+00:00,1,1,1,1
2026-03-26T07:33:02+00:00,1,1,1,1
2026-03-26T07:34:01+00:00,1,1,1,1
2026-03-26T07:35:02+00:00,1,1,1,1
2026-03-26T07:36:01+00:00,1,1,1,1
2026-03-26T07:37:04+00:00,1,1,1,1
2026-03-26T07:38:05+00:00,1,1,1,1
2026-03-26T07:39:06+00:00,1,1,1,1
2026-03-26T07:40:09+00:00,1,1,1,1
2026-03-26T07:41:24+00:00,1,1,1,1
2026-03-26T07:42:01+00:00,1,1,1,1
2026-03-26T07:43:01+00:00,1,1,1,1
2026-03-26T07:44:01+00:00,1,1,1,1
2026-03-26T07:45:01+00:00,1,1,1,1
2026-03-26T07:46:01+00:00,1,1,1,1
2026-03-26T07:47:01+00:00,1,1,1,0
2026-03-26T07:48:01+00:00,1,1,1,0
2026-03-26T07:49:01+00:00,1,1,1,0
2026-03-26T07:50:01+00:00,1,1,1,0
2026-03-26T07:51:01+00:00,1,1,1,0
2026-03-26T07:52:01+00:00,1,1,1,0
2026-03-26T07:53:01+00:00,1,1,1,0
2026-03-26T07:54:01+00:00,1,1,1,0
2026-03-26T07:55:01+00:00,1,1,1,0
2026-03-26T07:56:01+00:00,1,1,1,0
2026-03-26T07:57:01+00:00,1,1,1,0
2026-03-26T07:58:01+00:00,1,1,1,0
2026-03-26T07:59:01+00:00,0,1,1,0
2026-03-26T08:00:01+00:00,0,1,1,0
2026-03-26T08:01:01+00:00,1,1,1,0
2026-03-26T08:02:01+00:00,1,1,1,0
2026-03-26T08:03:01+00:00,1,1,1,0
2026-03-26T08:04:01+00:00,1,1,1,0
2026-03-26T08:05:01+00:00,1,1,1,1
2026-03-26T08:06:01+00:00,1,1,1,1
2026-03-26T08:07:01+00:00,1,1,1,1
2026-03-26T08:08:01+00:00,1,1,1,1
2026-03-26T08:09:01+00:00,1,1,1,1
2026-03-26T08:10:01+00:00,1,1,1,1
2026-03-26T08:11:01+00:00,1,1,1,1
2026-03-26T08:12:01+00:00,1,1,1,1
2026-03-26T08:13:01+00:00,1,1,1,1
2026-03-26T08:14:01+00:00,1,1,1,1
2026-03-26T08:15:01+00:00,1,1,1,1
2026-03-26T08:16:01+00:00,1,1,1,1
2026-03-26T08:17:01+00:00,1,1,1,1
2026-03-26T08:18:01+00:00,1,1,1,1
2026-03-26T08:19:01+00:00,1,1,1,1
2026-03-26T08:20:01+00:00,1,1,1,1
2026-03-26T08:21:01+00:00,1,1,1,1
2026-03-26T08:22:01+00:00,1,1,1,1
2026-03-26T08:23:01+00:00,1,1,1,1
2026-03-26T08:24:02+00:00,1,1,1,1
2026-03-26T08:25:01+00:00,1,1,1,1
2026-03-26T08:26:01+00:00,1,1,1,1
2026-03-26T08:27:01+00:00,1,1,1,1
2026-03-26T08:28:01+00:00,1,1,1,1
2026-03-26T08:29:01+00:00,1,1,1,1
2026-03-26T08:30:01+00:00,1,1,1,1
2026-03-26T08:31:01+00:00,1,1,1,1
2026-03-26T08:32:01+00:00,1,1,1,1
2026-03-26T08:33:01+00:00,1,1,1,1
2026-03-26T08:34:01+00:00,1,1,1,1
2026-03-26T08:35:01+00:00,1,1,1,1
2026-03-26T08:36:01+00:00,1,1,1,1
2026-03-26T08:37:02+00:00,0,1,1,1
2026-03-26T08:38:01+00:00,0,1,1,1
2026-03-26T08:39:01+00:00,0,0,1,0
2026-03-26T08:40:01+00:00,0,0,1,0
2026-03-26T08:41:01+00:00,0,0,1,0
2026-03-26T08:42:01+00:00,0,0,1,0
2026-03-26T08:43:01+00:00,0,0,1,0
2026-03-26T08:44:01+00:00,0,0,1,0
2026-03-26T08:45:01+00:00,0,0,1,0
2026-03-26T08:46:01+00:00,0,0,1,0
2026-03-26T08:47:02+00:00,0,0,1,0
2026-03-26T08:48:01+00:00,0,0,1,0
2026-03-26T08:49:01+00:00,0,0,0,0
2026-03-26T08:50:01+00:00,0,0,0,0
2026-03-26T08:51:01+00:00,0,0,0,0
2026-03-26T08:52:01+00:00,0,0,0,0
2026-03-26T08:53:01+00:00,0,0,0,0
2026-03-26T08:54:01+00:00,0,0,0,0
2026-03-26T08:55:01+00:00,0,0,0,0
2026-03-26T08:56:01+00:00,0,0,0,0
2026-03-26T08:57:01+00:00,0,0,0,0
2026-03-26T08:58:01+00:00,0,0,0,0
2026-03-26T08:59:01+00:00,0,0,0,0
2026-03-26T09:00:01+00:00,0,0,0,0
2026-03-26T09:01:01+00:00,1,0,0,0
2026-03-26T09:02:01+00:00,1,0,0,0
2026-03-26T09:03:01+00:00,1,0,0,0
2026-03-26T09:04:01+00:00,1,0,0,0
2026-03-26T09:05:01+00:00,1,0,0,1
2026-03-26T09:06:01+00:00,1,0,0,1
2026-03-26T09:07:01+00:00,1,0,0,1
2026-03-26T09:08:01+00:00,1,0,0,1
2026-03-26T09:09:01+00:00,1,0,0,1
2026-03-26T09:10:01+00:00,1,0,0,1
2026-03-26T09:11:01+00:00,1,0,0,1
2026-03-26T09:12:01+00:00,1,0,0,1
2026-03-26T09:13:01+00:00,1,0,0,1
2026-03-26T09:14:01+00:00,1,0,0,1
2026-03-26T09:15:01+00:00,1,0,0,1
2026-03-26T09:16:01+00:00,1,1,0,1
2026-03-26T09:17:01+00:00,1,1,0,1
2026-03-26T09:18:01+00:00,1,1,0,1
2026-03-26T09:19:01+00:00,1,1,0,1
2026-03-26T09:20:01+00:00,1,1,0,1
2026-03-26T09:21:01+00:00,1,1,0,1
2026-03-26T09:22:01+00:00,1,1,0,1
2026-03-26T09:23:01+00:00,1,1,0,1
2026-03-26T09:24:01+00:00,1,1,0,1
2026-03-26T09:25:01+00:00,1,1,0,1
2026-03-26T09:26:01+00:00,1,1,0,1
2026-03-26T09:27:01+00:00,1,1,0,1
2026-03-26T09:28:01+00:00,1,1,0,1
2026-03-26T09:29:01+00:00,1,1,0,1
2026-03-26T09:30:01+00:00,1,1,1,1
2026-03-26T09:31:01+00:00,1,1,1,1
2026-03-26T09:32:02+00:00,1,1,1,1
2026-03-26T09:33:01+00:00,1,1,1,1
2026-03-26T09:34:02+00:00,1,1,1,1
2026-03-26T09:35:01+00:00,1,1,1,1
2026-03-26T09:36:01+00:00,1,1,1,1
2026-03-26T09:37:01+00:00,1,1,1,0
2026-03-26T09:38:01+00:00,1,1,1,0
2026-03-26T09:39:01+00:00,1,1,1,0
2026-03-26T09:40:01+00:00,1,1,1,0
2026-03-26T09:41:01+00:00,1,1,1,0
2026-03-26T09:42:01+00:00,1,1,1,0
2026-03-26T09:43:01+00:00,1,1,1,0
2026-03-26T09:44:01+00:00,1,1,1,0
2026-03-26T09:45:01+00:00,1,1,1,0
2026-03-26T09:46:01+00:00,1,1,1,0
2026-03-26T09:47:01+00:00,1,1,1,0
2026-03-26T09:48:01+00:00,1,1,1,0
2026-03-26T09:49:01+00:00,1,1,1,0
2026-03-26T09:50:01+00:00,1,1,1,0
2026-03-26T09:51:01+00:00,1,1,1,0
2026-03-26T09:52:01+00:00,1,1,1,0
2026-03-26T09:53:01+00:00,1,1,1,0
2026-03-26T09:54:01+00:00,1,1,1,0
2026-03-26T09:55:01+00:00,1,1,1,0
2026-03-26T09:56:01+00:00,1,1,1,0
2026-03-26T09:57:01+00:00,1,1,1,0
2026-03-26T09:58:01+00:00,1,1,1,0
2026-03-26T09:59:01+00:00,1,1,1,0
2026-03-26T10:00:01+00:00,1,1,0,0
2026-03-26T10:01:01+00:00,1,1,0,0
2026-03-26T10:02:01+00:00,1,1,0,0
2026-03-26T10:03:01+00:00,1,1,0,0
2026-03-26T10:04:01+00:00,0,1,0,0
2026-03-26T10:05:01+00:00,1,1,0,1
2026-03-26T10:06:01+00:00,1,1,0,1
2026-03-26T10:07:01+00:00,1,1,0,1
2026-03-26T10:08:01+00:00,1,1,0,1
2026-03-26T10:09:01+00:00,1,1,0,1
2026-03-26T10:10:01+00:00,0,1,0,1
2026-03-26T10:11:01+00:00,1,1,0,1
2026-03-26T10:12:01+00:00,1,1,0,1
2026-03-26T10:13:01+00:00,1,1,0,1
2026-03-26T10:14:01+00:00,1,1,0,1
2026-03-26T10:15:01+00:00,1,1,0,1
2026-03-26T10:16:01+00:00,1,1,0,1
2026-03-26T10:17:01+00:00,1,1,0,1
2026-03-26T10:18:01+00:00,1,1,0,1
2026-03-26T10:19:01+00:00,1,1,0,1
2026-03-26T10:20:01+00:00,1,1,0,1
2026-03-26T10:21:01+00:00,1,1,0,1
2026-03-26T10:22:01+00:00,1,1,0,1
2026-03-26T10:23:01+00:00,1,1,0,1
2026-03-26T10:24:01+00:00,1,0,0,1
2026-03-26T10:25:01+00:00,1,0,0,1
2026-03-26T10:26:01+00:00,1,0,0,1
2026-03-26T10:27:02+00:00,1,0,0,1
2026-03-26T10:28:01+00:00,1,0,0,1
2026-03-26T10:29:01+00:00,1,0,0,1
2026-03-26T10:30:01+00:00,1,0,1,1
2026-03-26T10:31:01+00:00,1,0,1,1
2026-03-26T10:32:01+00:00,1,0,1,1
2026-03-26T10:33:01+00:00,1,0,1,1
2026-03-26T10:34:01+00:00,1,0,1,1
2026-03-26T10:35:01+00:00,1,0,1,1
2026-03-26T10:36:01+00:00,1,0,1,1
2026-03-26T10:37:01+00:00,1,0,1,1
2026-03-26T10:38:01+00:00,1,0,1,1
2026-03-26T10:39:01+00:00,1,0,1,1
2026-03-26T10:40:01+00:00,1,0,1,1
2026-03-26T10:41:01+00:00,1,0,1,1
2026-03-26T10:42:01+00:00,1,0,1,1
2026-03-26T10:43:01+00:00,1,0,1,1
2026-03-26T10:44:01+00:00,1,0,1,1
2026-03-26T10:45:01+00:00,1,0,1,1
2026-03-26T10:46:01+00:00,1,0,1,1
2026-03-26T10:47:01+00:00,1,0,1,1
2026-03-26T10:48:01+00:00,1,0,1,1
2026-03-26T10:49:01+00:00,1,0,1,1
2026-03-26T10:50:01+00:00,1,0,1,1
2026-03-26T10:51:01+00:00,1,0,1,1
2026-03-26T10:52:01+00:00,1,0,1,1
2026-03-26T10:53:01+00:00,1,0,0,0
2026-03-26T10:54:01+00:00,1,0,0,0
2026-03-26T10:55:01+00:00,1,0,0,0
2026-03-26T10:56:01+00:00,1,0,0,0
2026-03-26T10:57:01+00:00,1,0,0,0
2026-03-26T10:58:01+00:00,1,0,0,0
2026-03-26T10:59:01+00:00,1,0,0,0
2026-03-26T11:00:01+00:00,1,0,0,0
2026-03-26T11:01:01+00:00,1,0,0,0
2026-03-26T11:02:01+00:00,1,0,0,0
2026-03-26T11:03:01+00:00,1,0,0,0
2026-03-26T11:04:01+00:00,1,0,0,0
2026-03-26T11:05:01+00:00,1,0,0,1
2026-03-26T11:06:01+00:00,1,0,0,1
2026-03-26T11:07:01+00:00,1,0,0,1
2026-03-26T11:08:01+00:00,1,0,0,1
2026-03-26T11:09:01+00:00,1,0,0,1
2026-03-26T11:10:01+00:00,1,0,0,1
2026-03-26T11:11:01+00:00,1,0,0,1
2026-03-26T11:12:01+00:00,1,0,0,1
2026-03-26T11:13:01+00:00,1,0,0,1
2026-03-26T11:14:01+00:00,1,0,0,1
2026-03-26T11:15:01+00:00,1,1,0,1
2026-03-26T11:16:01+00:00,1,1,0,1
2026-03-26T11:17:01+00:00,1,1,0,1
2026-03-26T11:18:01+00:00,1,1,0,1
2026-03-26T11:19:01+00:00,1,1,0,1
2026-03-26T11:20:01+00:00,1,1,0,1
2026-03-26T11:21:01+00:00,1,1,0,1
2026-03-26T11:22:01+00:00,1,1,0,0
2026-03-26T11:23:01+00:00,0,1,0,0
2026-03-26T11:24:01+00:00,0,1,0,0
2026-03-26T11:25:01+00:00,0,1,0,0
2026-03-26T11:26:02+00:00,0,1,0,0
2026-03-26T11:27:01+00:00,0,1,0,0
2026-03-26T11:28:01+00:00,0,1,0,0
2026-03-26T11:29:01+00:00,0,1,0,0
2026-03-26T11:30:01+00:00,0,1,1,0
2026-03-26T11:31:01+00:00,0,1,1,0
2026-03-26T11:32:01+00:00,0,1,1,0
2026-03-26T11:33:01+00:00,0,1,1,0
2026-03-26T11:34:01+00:00,0,1,1,0
2026-03-26T11:35:01+00:00,0,1,1,0
2026-03-26T11:36:01+00:00,0,1,1,0
2026-03-26T11:37:01+00:00,0,1,1,0
2026-03-26T11:38:01+00:00,0,1,1,0
2026-03-26T11:39:01+00:00,0,1,1,0
2026-03-26T11:40:01+00:00,0,1,1,0
2026-03-26T11:41:02+00:00,0,1,1,0
2026-03-26T11:42:01+00:00,0,1,1,0
2026-03-26T11:43:01+00:00,0,1,1,0
2026-03-26T11:44:01+00:00,0,1,1,0
